query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives, query/sbjct frames,,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,47.751,289,143,1,1,281,1912,2778,2.85E-85,275,63.67,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,48.789,289,140,1,1,281,1492,2358,2.58E-84,273,62.98,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,48.789,289,140,1,1,281,2248,3114,2.58E-84,273,62.98,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,48.443,289,141,1,1,281,1324,2190,4.13E-84,272,62.28,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,48.443,289,141,1,1,281,2080,2946,4.13E-84,272,62.28,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,47.405,289,144,1,1,281,1660,2526,7.15E-84,271,63.32,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,47.059,289,145,1,1,281,904,1770,3.17E-83,270,63.32,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,47.405,289,144,1,1,281,1240,2106,6.20E-83,269,63.32,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,47.405,289,144,1,1,281,1996,2862,6.20E-83,269,63.32,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,47.405,289,144,1,1,281,1576,2442,9.41E-83,268,62.28,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,50.382,262,130,0,1,262,2332,3117,9.70E-83,268,66.41,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,48.421,285,139,1,5,281,748,1602,3.99E-82,267,62.81,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,47.059,289,145,1,1,281,820,1686,4.15E-82,267,62.28,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,46.358,302,141,2,1,281,109,1014,1.04E-81,266,60.26,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,47.333,300,137,2,3,281,31,930,2.61E-81,265,59.67,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,50.394,254,126,0,1,254,2416,3177,9.10E-81,263,66.93,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,51.915,235,113,0,28,262,22,726,9.43E-78,255,68.09,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054867826.1,41.489,94,47,1,196,281,22,303,7.29E-15,74.7,54.26,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054862482.1,46.442,267,133,1,1,257,1,801,2.81E-87,261,67.04,0,1,,,,,,,,,,,,,,
KFM75506.1,XM_054862482.1,47.945,146,76,0,1,146,367,804,3.08E-45,154,70.55,0,1,,,,,,,,,,,,,,
XP_015909701.1,XM_054856955.1,42.995,414,217,6,1,408,48,1250,1.66E-114,346,62.32,0,3,,,,,,,,,,,,,,
XP_015909701.1,XM_054856369.1,41.589,428,228,7,6,420,83,1339,9.58E-105,337,61.68,0,2,,,,,,,,,,,,,,
XP_015909701.1,XM_054856370.1,36.916,428,202,7,6,420,77,1195,1.56E-81,273,53.5,0,2,,,,,,,,,,,,,,
XP_015909701.1,XM_054860947.1,29.854,412,266,8,23,431,109,1284,6.54E-55,195,49.76,0,1,,,,,,,,,,,,,,
XP_015909701.1,XM_054853979.1,29.88,415,267,10,22,431,560,1747,1.10E-49,182,49.88,0,2,,,,,,,,,,,,,,
XP_015909701.1,XM_054865414.1,60.938,128,50,0,24,151,70,453,1.92E-44,159,71.88,0,1,,,,,,,,,,,,,,
XP_015909701.1,XM_054865414.1,41.615,161,86,2,238,390,481,963,2.92E-34,131,63.98,0,1,,,,,,,,,,,,,,
XP_015909701.1,XM_054864857.1,30.769,65,40,1,185,249,764,943,4.34E-05,46.2,58.46,0,2,,,,,,,,,,,,,,
XP_015916121.1,XM_054866752.1,68.883,376,98,10,1,368,57,1151,1.47E-125,413,77.66,0,3,,,,,,,,,,,,,,
XP_015916121.1,XM_054866752.1,47.628,527,217,10,533,1055,2193,3608,2.40E-121,402,60.91,0,3,,,,,,,,,,,,,,
XP_015916121.1,XM_054856373.1,49.372,239,112,4,48,285,844,1536,3.76E-63,235,70.29,0,1,,,,,,,,,,,,,,
XP_015916121.1,XM_054856373.1,72.727,22,6,0,1032,1053,5432,5497,0.044,38.1,81.82,0,2,,,,,,,,,,,,,,
XP_015916121.1,XM_054856378.1,49.167,240,112,5,48,285,844,1539,1.10E-61,231,70,0,1,,,,,,,,,,,,,,
XP_015916121.1,XM_054856378.1,72.727,22,6,0,1032,1053,5294,5359,0.044,38.1,81.82,0,2,,,,,,,,,,,,,,
XP_015916121.1,XM_054856371.1,49.167,240,112,5,48,285,844,1539,1.12E-61,231,70,0,1,,,,,,,,,,,,,,
XP_015916121.1,XM_054856371.1,72.727,22,6,0,1032,1053,5435,5500,0.044,38.1,81.82,0,2,,,,,,,,,,,,,,
XP_015916121.1,XM_054856372.1,49.167,240,112,5,48,285,844,1539,1.14E-61,231,70,0,1,,,,,,,,,,,,,,
XP_015916121.1,XM_054856376.1,49.167,240,112,5,48,285,215,910,1.44E-61,230,70,0,2,,,,,,,,,,,,,,
XP_015916121.1,XM_054856376.1,72.727,22,6,0,1032,1053,4806,4871,0.043,38.1,81.82,0,3,,,,,,,,,,,,,,
XP_015916121.1,XM_054856377.1,49.167,240,112,5,48,285,151,846,1.66E-61,230,70,0,1,,,,,,,,,,,,,,
XP_015916121.1,XM_054856377.1,72.727,22,6,0,1032,1053,4742,4807,0.043,38.1,81.82,0,2,,,,,,,,,,,,,,
XP_015916121.1,XM_054856374.1,49.167,240,112,5,48,285,212,907,1.69E-61,230,70,0,2,,,,,,,,,,,,,,
XP_015916121.1,XM_054856374.1,72.727,22,6,0,1032,1053,4803,4868,0.043,38.1,81.82,0,3,,,,,,,,,,,,,,
XP_015916121.1,XM_054856375.1,48.536,239,98,5,48,285,844,1488,2.95E-58,220,66.53,0,1,,,,,,,,,,,,,,
XP_015916121.1,XM_054856375.1,72.727,22,6,0,1032,1053,5384,5449,0.044,38.1,81.82,0,2,,,,,,,,,,,,,,
XP_015916121.1,XM_054856379.1,46.377,207,101,5,81,285,104,700,3.64E-46,181,67.15,0,2,,,,,,,,,,,,,,
XP_015916121.1,XM_054856379.1,72.727,22,6,0,1032,1053,4596,4661,0.043,38.1,81.82,0,3,,,,,,,,,,,,,,
XP_015921085.1,XM_054861301.1,34.94,83,46,4,18,95,80,319,6.25E-08,48.9,57.83,0,2,,,,,,,,,,,,,,
XP_015921085.1,XM_054853142.1,34.694,49,30,2,18,65,149,292,0.001,37,63.27,0,2,,,,,,,,,,,,,,
XP_015923938.1,XM_054854927.1,39.003,582,276,11,21,532,301,2019,1.62E-137,414,58.42,0,1,,,,,,,,,,,,,,
XP_015923938.1,XM_054851083.1,28.8,500,299,12,19,510,108,1460,1.97E-55,196,46.8,0,3,,,,,,,,,,,,,,
XP_015923938.1,XM_054850651.1,28.711,512,326,13,22,507,70,1566,5.57E-55,200,47.46,0,1,,,,,,,,,,,,,,
XP_015923938.1,XM_054852154.1,28.429,503,327,12,19,510,105,1547,1.78E-53,191,48.71,0,3,,,,,,,,,,,,,,
XP_015923938.1,XM_054851081.1,27.621,496,302,12,22,510,186,1523,1.81E-53,191,48.79,0,3,,,,,,,,,,,,,,
XP_015923938.1,XM_054869028.1,30.402,398,250,9,166,538,632,1819,1.55E-39,154,50.5,0,2,,,,,,,,,,,,,,
XP_015923938.1,XM_054855625.1,25.054,467,287,13,77,523,487,1758,8.86E-38,147,45.18,0,1,,,,,,,,,,,,,,
XP_015923938.1,XM_054859476.1,26.547,501,309,13,17,502,64,1434,1.38E-37,147,44.11,0,1,,,,,,,,,,,,,,
XP_015923938.1,XM_054855501.1,26.338,467,272,14,78,522,577,1827,1.86E-35,140,46.04,0,1,,,,,,,,,,,,,,
XP_015923938.1,XM_054866697.1,31.597,288,179,7,224,502,29,865,1.99E-35,136,52.43,0,2,,,,,,,,,,,,,,
XP_015925949.1,XM_054853011.1,73.986,592,152,2,11,602,34,1803,0,892,84.63,0,1,,,,,,,,,,,,,,
XP_015925949.1,XM_054853563.1,53.041,592,273,4,2,593,31,1791,0,605,70.27,0,1,,,,,,,,,,,,,,
XP_015925949.1,XM_054868030.1,50.46,543,267,2,50,592,145,1767,0,573,69.06,0,1,,,,,,,,,,,,,,
XP_015925949.1,XM_054860338.1,49.233,587,295,3,6,592,31,1782,0,564,66.44,0,1,,,,,,,,,,,,,,
XP_015925949.1,XM_054853595.1,46.957,575,292,8,21,593,91,1782,2.24E-164,487,63.3,0,1,,,,,,,,,,,,,,
XP_015925949.1,XM_054853934.1,47.295,573,293,5,21,593,2002,3693,9.34E-163,501,64.57,0,1,,,,,,,,,,,,,,
XP_015925949.1,XM_054853934.1,45.516,591,313,6,3,593,73,1818,5.01E-160,494,62.61,0,1,,,,,,,,,,,,,,
XP_015925949.1,XM_054859596.1,46.597,573,296,5,21,593,94,1782,1.12E-161,476,61.78,0,1,,,,,,,,,,,,,,
XP_015925949.1,XM_054859259.1,44.088,592,321,6,2,593,56,1801,9.13E-159,469,59.63,0,2,,,,,,,,,,,,,,
XP_015925949.1,XM_054859658.1,44.182,593,319,7,2,593,78,1823,6.42E-158,467,59.7,0,3,,,,,,,,,,,,,,
XP_015925949.1,XM_054859657.1,44.182,593,319,7,2,593,179,1924,2.05E-157,467,59.7,0,2,,,,,,,,,,,,,,
XP_015926154.1,XM_054863087.1,46.911,518,271,2,25,538,295,1848,3.43E-177,513,64.67,0,1,,,,,,,,,,,,,,
XP_015926154.1,XM_054864743.1,46.63,549,275,7,1,538,173,1798,1.86E-163,478,61.57,0,2,,,,,,,,,,,,,,
XP_015926154.1,XM_054863077.1,43.879,531,293,4,12,538,229,1818,2.20E-162,475,62.15,0,1,,,,,,,,,,,,,,
XP_015926154.1,XM_054865184.1,43.31,568,283,5,4,538,154,1839,4.52E-155,457,58.1,0,1,,,,,,,,,,,,,,
XP_015926154.1,XM_054858311.1,42.884,541,300,5,4,538,3,1616,8.00E-149,438,59.7,0,3,,,,,,,,,,,,,,
XP_015926154.1,XM_054864745.1,41.089,606,276,8,3,538,17,1801,8.69E-143,424,54.29,0,2,,,,,,,,,,,,,,
XP_015926154.1,XM_054858508.1,39.444,540,317,5,1,536,119,1720,3.19E-133,401,58.15,0,2,,,,,,,,,,,,,,
XP_015926154.1,XM_054863101.1,43.325,397,188,2,100,495,7,1089,1.10E-107,327,59.19,0,1,,,,,,,,,,,,,,
XP_015926154.1,XM_054860360.1,36.381,525,312,11,23,536,210,1751,2.54E-104,328,55.24,0,3,,,,,,,,,,,,,,
XP_015926154.1,XM_054860290.1,36.381,525,312,11,23,536,203,1744,2.72E-104,328,55.24,0,2,,,,,,,,,,,,,,
XP_015928086.1,XM_054856564.1,51.493,268,127,1,1,265,103,906,9.96E-94,296,65.67,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054853404.1,29.515,227,134,8,46,266,503,1123,2.95E-12,68.9,41.85,0,2,,,,,,,,,,,,,,
XP_015928086.1,XM_054853404.1,33.014,209,116,10,68,266,224,808,3.48E-12,68.6,43.54,0,2,,,,,,,,,,,,,,
XP_015928086.1,XM_054853404.1,25,236,154,7,41,267,836,1501,4.32E-09,58.9,40.25,0,2,,,,,,,,,,,,,,
XP_015928086.1,XM_054858626.1,24.096,332,176,7,41,300,2820,3803,4.17E-09,59.3,33.43,0,3,,,,,,,,,,,,,,
XP_015928086.1,XM_054858626.1,27.232,224,114,7,94,270,1071,1736,2.66E-08,56.6,37.95,0,3,,,,,,,,,,,,,,
XP_015928086.1,XM_054858626.1,25.148,338,144,12,41,273,2256,3257,1.90E-06,50.8,34.02,0,3,,,,,,,,,,,,,,
XP_015928086.1,XM_054858626.1,25.194,258,123,8,91,279,2232,3002,2.90E-04,43.9,34.5,0,3,,,,,,,,,,,,,,
XP_015928086.1,XM_054858626.1,29.474,190,112,8,95,265,278,838,0.003,40.4,37.37,0,2,,,,,,,,,,,,,,
XP_015928086.1,XM_054855883.1,29.442,197,105,8,95,269,4261,4815,1.11E-08,57.8,41.62,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855883.1,34.884,86,52,1,66,147,4552,4809,5.87E-08,55.5,46.51,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855877.1,29.442,197,105,8,95,269,10174,10728,1.18E-08,57.8,41.62,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855877.1,34.884,86,52,1,66,147,10465,10722,6.20E-08,55.5,46.51,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855876.1,29.442,197,105,8,95,269,10222,10776,1.18E-08,57.8,41.62,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855876.1,34.884,86,52,1,66,147,10513,10770,6.20E-08,55.5,46.51,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855881.1,34.884,86,52,1,66,147,9352,9609,5.75E-08,55.8,46.51,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855881.1,32.143,84,55,2,185,267,9361,9609,0.02,37.7,44.05,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855878.1,34.884,86,52,1,66,147,10315,10572,5.78E-08,55.8,46.51,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855878.1,34.118,85,52,4,185,267,10324,10572,0.017,38.1,45.88,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855882.1,34.884,86,52,1,66,147,9247,9504,6.26E-08,55.5,46.51,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855882.1,32.143,84,55,2,185,267,9256,9504,0.028,37.4,44.05,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855300.1,25.946,185,123,6,95,266,1378,1929,2.04E-07,53.5,38.38,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855300.1,25.668,187,123,6,95,266,97,654,6.42E-07,52,37.97,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855300.1,32.258,93,59,1,185,273,202,480,1.20E-05,48.1,46.24,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855300.1,27.564,156,92,8,66,205,1474,1926,1.71E-05,47.4,43.59,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855300.1,30.851,94,61,1,185,274,1483,1764,2.34E-04,43.9,42.55,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855300.1,24.516,155,100,6,66,205,193,651,4.55E-04,42.7,40,0,1,,,,,,,,,,,,,,
XP_015928086.1,XM_054855300.1,31.373,102,55,6,67,157,388,681,0.014,38.1,48.04,0,1,,,,,,,,,,,,,,
ANQ45785.1,XM_054863087.1,61.24,516,198,1,40,553,301,1848,0,670,75.58,0,1,,,,,,,,,,,,,,
ANQ45785.1,XM_054863077.1,55.091,550,236,4,12,553,178,1818,0,641,71.45,0,1,,,,,,,,,,,,,,
ANQ45785.1,XM_054864743.1,42.614,528,290,5,37,553,221,1798,2.23E-146,434,59.28,0,2,,,,,,,,,,,,,,
ANQ45785.1,XM_054858508.1,40.936,513,300,3,40,551,188,1720,9.49E-142,423,61.21,0,2,,,,,,,,,,,,,,
ANQ45785.1,XM_054858311.1,41.509,530,305,4,26,553,36,1616,1.39E-139,415,60.57,0,3,,,,,,,,,,,,,,
ANQ45785.1,XM_054865184.1,39.384,584,311,6,2,553,121,1839,1.43E-138,415,55.48,0,1,,,,,,,,,,,,,,
ANQ45785.1,XM_054864745.1,42.251,471,258,4,21,489,44,1420,2.40E-129,390,61.36,0,2,,,,,,,,,,,,,,
ANQ45785.1,XM_054860290.1,35.581,534,314,14,32,551,191,1744,2.77E-105,332,55.99,0,2,,,,,,,,,,,,,,
ANQ45785.1,XM_054860360.1,35.581,534,314,14,32,551,198,1751,3.09E-105,332,55.99,0,3,,,,,,,,,,,,,,
ANQ45785.1,XM_054863101.1,42.065,397,193,2,113,509,7,1086,5.42E-104,317,58.19,0,1,,,,,,,,,,,,,,
XP_019759901.1,XM_054859594.1,30.588,170,107,4,3,161,190,699,1.02E-14,70.5,46.47,0,1,,,,,,,,,,,,,,
XP_019759901.1,XM_054852483.1,27.673,159,99,5,12,159,474,935,3.35E-10,58.5,50.94,0,3,,,,,,,,,,,,,,
XP_019759901.1,XM_054852484.1,27.673,159,99,5,12,159,506,967,3.66E-10,58.5,50.94,0,2,,,,,,,,,,,,,,
XP_019759901.1,XM_054852485.1,27.673,159,99,5,12,159,359,820,4.09E-10,58.2,50.94,0,2,,,,,,,,,,,,,,
XP_019759901.1,XM_054865600.1,30.328,122,75,3,51,162,630,995,5.61E-10,58.2,45.9,0,3,,,,,,,,,,,,,,
XP_019759901.1,XM_054858781.1,26.718,131,87,3,41,162,355,747,1.98E-06,47.8,45.8,0,1,,,,,,,,,,,,,,
XP_019759901.1,XM_054858782.1,26.718,131,87,3,41,162,384,776,1.99E-06,47.8,45.8,0,3,,,,,,,,,,,,,,
XP_021003331.1,XM_054853934.1,61.037,598,230,1,1,598,37,1821,0,705,75.92,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054853934.1,57.525,598,251,1,1,598,1912,3696,0,689,75.92,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054859596.1,57.018,570,241,2,29,598,88,1785,0,649,73.16,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054853595.1,57.692,598,250,1,1,598,1,1785,0,649,72.07,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054853574.1,57.023,598,253,2,1,598,1192,2973,0,627,72.74,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054853574.1,38.312,154,43,2,29,182,880,1185,9.98E-17,84.3,50,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054858491.1,55.614,570,249,2,29,598,156,1853,0,622,70.7,0,3,,,,,,,,,,,,,,
XP_021003331.1,XM_054859422.1,56.295,556,243,0,44,599,28,1695,0,612,71.76,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054868141.1,54.561,603,269,3,1,603,34,1827,0,592,70.15,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054860879.1,52.508,598,280,2,1,598,141,1922,0,586,70.4,0,3,,,,,,,,,,,,,,
XP_021003331.1,XM_054860447.1,52.99,602,278,3,1,602,230,2020,0,576,68.44,0,2,,,,,,,,,,,,,,
XP_021003331.1,XM_054860894.1,52.737,548,258,1,51,598,68,1708,0,567,71.17,0,2,,,,,,,,,,,,,,
AAO33164.1,XM_054860487.1,39.601,601,344,9,43,630,483,2267,9.65E-150,453,58.9,0,3,,,,,,,,,,,,,,
AAO33164.1,XM_054857509.1,36.986,584,335,12,66,632,466,2169,5.82E-130,399,56.51,0,1,,,,,,,,,,,,,,
AAO33164.1,XM_054861416.1,38.122,543,316,9,80,609,566,2173,3.77E-125,387,57.27,0,2,,,,,,,,,,,,,,
AAO33164.1,XM_054855480.1,34.635,589,358,11,63,631,544,2289,2.86E-114,360,55.01,0,1,,,,,,,,,,,,,,
AAO33164.1,XM_054857197.1,35.263,570,342,12,80,630,441,2126,2.02E-107,341,53.16,0,3,,,,,,,,,,,,,,
AAO33164.1,XM_054863941.1,35.529,577,336,14,76,629,876,2567,2.35E-106,342,54.59,0,3,,,,,,,,,,,,,,
AAO33164.1,XM_054853023.1,33.563,581,364,9,63,628,1947,3668,1.50E-103,345,53.53,0,3,,,,,,,,,,,,,,
AAO33164.1,XM_054853022.1,33.563,581,364,9,63,628,2085,3806,1.58E-103,345,53.53,0,3,,,,,,,,,,,,,,
AAO33164.1,XM_054864638.1,33.449,577,351,16,80,630,1549,3258,1.46E-100,330,54.07,0,1,,,,,,,,,,,,,,
AAO33164.1,XM_054864638.1,36.304,303,177,8,80,369,301,1200,1.61E-55,204,56.77,0,1,,,,,,,,,,,,,,
AAO33164.1,XM_054864639.1,32.931,580,351,15,80,630,625,2337,6.71E-96,311,51.72,0,1,,,,,,,,,,,,,,
AGC95074.1,XM_054855300.1,41.935,62,29,3,25,83,1567,1740,6.26E-06,42.7,53.23,0,1,,,,,,,,,,,,,,
AGC95074.1,XM_054855300.1,40.625,64,31,3,26,86,1759,1938,3.86E-05,40.4,51.56,0,1,,,,,,,,,,,,,,
AGC95074.1,XM_054855300.1,37.5,64,33,3,26,86,289,468,1.83E-04,38.5,53.12,0,1,,,,,,,,,,,,,,
AGC95074.1,XM_054855300.1,35.938,64,34,3,26,86,484,663,0.002,35.8,50,0,1,,,,,,,,,,,,,,
AGC95074.1,XM_054855300.1,36.364,66,35,3,21,83,82,267,0.002,35.8,48.48,0,1,,,,,,,,,,,,,,
AGC95074.1,XM_054855300.1,36.364,66,35,3,21,83,1363,1548,0.002,35.4,46.97,0,1,,,,,,,,,,,,,,
AGC95074.1,XM_054858626.1,38.333,60,32,2,26,84,3537,3704,9.00E-04,36.6,53.33,0,3,,,,,,,,,,,,,,
AGC95074.1,XM_054858626.1,38.983,59,31,2,26,83,1368,1532,0.009,33.9,50.85,0,3,,,,,,,,,,,,,,
AGC95074.1,XM_054859691.1,35.088,57,33,1,26,82,94,252,0.007,33.9,47.37,0,1,,,,,,,,,,,,,,
AGC95074.1,XM_054858569.1,36.923,65,36,2,22,85,2595,2777,0.008,33.9,49.23,0,3,,,,,,,,,,,,,,
AII97923.1,XM_054853555.1,50.704,284,133,3,27,308,248,1084,4.52E-94,290,64.08,0,2,,,,,,,,,,,,,,
AII97923.1,XM_054853555.1,50.704,284,133,3,27,308,248,1084,4.52E-94,290,64.08,0,2,,,,,,,,,,,,,,
AII97923.1,XM_054853556.1,50.704,284,133,3,27,308,228,1064,5.10E-94,290,64.08,0,3,,,,,,,,,,,,,,
AII97923.1,XM_054853556.1,50.704,284,133,3,27,308,228,1064,5.10E-94,290,64.08,0,3,,,,,,,,,,,,,,
AII97923.1,XM_054868774.1,43.243,296,150,7,27,312,141,1004,6.95E-69,225,55.41,0,3,,,,,,,,,,,,,,
AII97923.1,XM_054868774.1,43.243,296,150,7,27,312,141,1004,6.95E-69,225,55.41,0,3,,,,,,,,,,,,,,
AII97923.1,XM_054865801.1,38.944,303,166,8,26,314,348,1241,9.26E-62,206,53.47,0,3,,,,,,,,,,,,,,
AII97923.1,XM_054865801.1,38.944,303,166,8,26,314,348,1241,9.26E-62,206,53.47,0,3,,,,,,,,,,,,,,
AII97923.1,XM_054864219.1,34.444,180,92,8,58,232,636,1112,4.68E-20,90.5,51.67,0,3,,,,,,,,,,,,,,
AII97923.1,XM_054864219.1,34.444,180,92,8,58,232,636,1112,4.68E-20,90.5,51.67,0,3,,,,,,,,,,,,,,
KFM67741.1,XM_054857247.1,55.738,122,53,1,37,158,233,595,3.81E-19,81.6,78.69,0,2,,,,,,,,,,,,,,
KFM67741.1,XM_054857765.1,46.667,75,40,0,67,141,1545,1769,3.69E-09,55.1,64,0,3,,,,,,,,,,,,,,
KFM67741.1,XM_054857765.1,40,75,45,0,67,141,1278,1502,1.27E-07,50.4,64,0,3,,,,,,,,,,,,,,
KFM82245.1,XM_054851744.1,53.696,257,115,2,216,468,173,943,6.10E-96,300,70.43,0,2,,,,,,,,,,,,,,
KFM82245.1,XM_054851744.1,53.696,257,115,2,216,468,173,943,6.10E-96,300,70.43,0,2,,,,,,,,,,,,,,
KFM82245.1,XM_054863120.1,30.06,499,304,14,5,475,301,1746,5.27E-53,192,45.89,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054863120.1,30.123,405,240,13,87,459,139,1320,1.71E-42,161,47.65,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054863120.1,29.493,434,278,14,32,455,793,2040,4.88E-39,151,45.85,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054863120.1,27.74,447,266,16,6,434,1495,2718,2.95E-36,143,43.85,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054863120.1,26.267,217,140,8,217,420,136,765,3.23E-09,59.7,41.47,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054863120.1,30.06,499,304,14,5,475,301,1746,5.27E-53,192,45.89,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054863120.1,30.123,405,240,13,87,459,139,1320,1.71E-42,161,47.65,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054863120.1,29.493,434,278,14,32,455,793,2040,4.88E-39,151,45.85,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054863120.1,27.74,447,266,16,6,434,1495,2718,2.95E-36,143,43.85,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054863120.1,26.267,217,140,8,217,420,136,765,3.23E-09,59.7,41.47,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054850831.1,42.523,214,112,2,1,205,325,960,5.26E-50,174,62.62,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054850831.1,23.95,238,160,6,218,434,169,882,8.03E-14,72.8,44.54,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054850831.1,42.523,214,112,2,1,205,325,960,5.26E-50,174,62.62,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054850831.1,23.95,238,160,6,218,434,169,882,8.03E-14,72.8,44.54,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054855315.1,26.179,424,277,21,4,412,313,1521,2.08E-24,107,45.28,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054855315.1,24.444,405,279,15,20,412,727,1896,6.19E-20,93.6,43.7,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054855315.1,21.212,396,263,15,86,450,2629,3762,1.01E-10,64.7,37.63,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054855315.1,24.419,258,161,13,206,450,115,825,1.32E-07,54.7,40.31,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054855315.1,26.179,424,277,21,4,412,313,1521,2.08E-24,107,45.28,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054855315.1,24.444,405,279,15,20,412,727,1896,6.19E-20,93.6,43.7,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054855315.1,21.212,396,263,15,86,450,2629,3762,1.01E-10,64.7,37.63,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054855315.1,24.419,258,161,13,206,450,115,825,1.32E-07,54.7,40.31,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054857853.1,29.217,332,202,14,6,329,3958,4878,9.07E-23,102,44.88,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054857853.1,26.126,444,283,23,6,435,1156,2394,1.32E-20,95.9,43.69,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054857853.1,23.265,490,295,17,6,435,3058,4464,1.55E-20,95.5,41.22,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054857853.1,23.881,469,302,21,4,448,1906,3219,1.96E-20,95.5,42.43,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054857853.1,25.935,428,279,21,5,416,385,1602,2.24E-18,89,42.29,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054857853.1,23.529,510,315,20,6,457,2665,4143,1.23E-14,77,37.65,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054857853.1,29.217,332,202,14,6,329,3958,4878,9.07E-23,102,44.88,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054857853.1,26.126,444,283,23,6,435,1156,2394,1.32E-20,95.9,43.69,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054857853.1,23.265,490,295,17,6,435,3058,4464,1.55E-20,95.5,41.22,0,1,,,,,,,,,,,,,,
KFM82245.1,XM_054857853.1,23.881,469,302,21,4,448,1906,3219,1.96E-20,95.5,42.43,0,1,,,,,,,,,,,,,,
