HOG	OG	Best_hit	Subject_id	Gene	Db_xref	Protein	Protein_id	Location	Gbkey	E_val	iden	len	Coords
N5.HOG0002161	OG0000003	gnl|BL_ORD_ID|11677 lcl|NC_092207.1_cds_XP_042898644.1_11678 [gene=LOC107453802] [db_xref=GeneID:107453802] [protein=uncharacterized protein isoform X2] [protein_id=XP_042898644.1] [location=complement(join(63597626..63597644,63598467..63599185,63601068..63601172,63603005..63603010))] [gbkey=CDS]	gnl|BL_ORD_ID|11677 lcl|NC_092207.1_cds_XP_042898644.1_11678	LOC107453802	GeneID:107453802	uncharacterized protein isoform X2	XP_042898644.1	complement(join(63597626..63597644,63598467..63599185,63601068..63601172,63603005..63603010))	CDS	7.75252e-67	291	345	[1, 345]
N5.HOG0002163	OG0000003	gnl|BL_ORD_ID|11683 lcl|NC_092207.1_cds_XP_042898642.1_11684 [gene=LOC107453810] [db_xref=GeneID:107453810] [protein=calphotin isoform X1] [protein_id=XP_042898642.1] [location=complement(join(63636540..63637709,63639821..63639919,63640853..63640858))] [gbkey=CDS]	gnl|BL_ORD_ID|11683 lcl|NC_092207.1_cds_XP_042898642.1_11684	LOC107453810	GeneID:107453810	calphotin isoform X1	XP_042898642.1	complement(join(63636540..63637709,63639821..63639919,63640853..63640858))	CDS	1.25154e-111	789	1392	[1, 1275]
N5.HOG0002164	OG0000003	gnl|BL_ORD_ID|11673 lcl|NC_092207.1_cds_XP_042898657.1_11674 [gene=LOC107453794] [db_xref=GeneID:107453794] [protein=pupal cuticle protein Edg-84A] [protein_id=XP_042898657.1] [location=join(63537548..63537553,63541454..63541552,63545297..63545590,63551799..63551852,63552831..63552917,63554073..63554540)] [gbkey=CDS]	gnl|BL_ORD_ID|11673 lcl|NC_092207.1_cds_XP_042898657.1_11674	LOC107453794	GeneID:107453794	pupal cuticle protein Edg-84A	XP_042898657.1	join(63537548..63537553,63541454..63541552,63545297..63545590,63551799..63551852,63552831..63552917,63554073..63554540)	CDS	9.35942e-52	243	348	[58, 399]
N5.HOG0002165	OG0000003	gnl|BL_ORD_ID|34017 lcl|NW_027261865.1_cds_XP_015907678.1_34018 [gene=LOC107439553] [db_xref=GeneID:107439553] [protein=cuticle protein 14-like] [protein_id=XP_015907678.1] [location=complement(join(7624..7998,10500..10607,13676..13759))] [gbkey=CDS]	gnl|BL_ORD_ID|34017 lcl|NW_027261865.1_cds_XP_015907678.1_34018	LOC107439553	GeneID:107439553	cuticle protein 14-like	XP_015907678.1	complement(join(7624..7998,10500..10607,13676..13759))	CDS	4.29601e-41	258	339	[133, 471]
N5.HOG0002192	OG0000003	gnl|BL_ORD_ID|33474 lcl|NW_027261326.1_cds_XP_042912514.1_33475 [gene=LOC107457324] [db_xref=GeneID:107457324] [protein=adult-specific rigid cuticular protein 15.5] [protein_id=XP_042912514.1] [location=complement(join(10421..10909,14044..14172,16235..16240))] [gbkey=CDS]	gnl|BL_ORD_ID|33474 lcl|NW_027261326.1_cds_XP_042912514.1_33475	LOC107457324	GeneID:107457324	adult-specific rigid cuticular protein 15.5	XP_042912514.1	complement(join(10421..10909,14044..14172,16235..16240))	CDS	4.19195e-88	372	450	[1, 447]
N5.HOG0002195	OG0000004	gnl|BL_ORD_ID|28080 lcl|NC_092213.1_cds_XP_015925923.1_28081 [gene=LOC107453565] [db_xref=GeneID:107453565] [protein=speckle-type POZ protein B] [protein_id=XP_015925923.1] [location=27331220..27332824] [gbkey=CDS]	gnl|BL_ORD_ID|28080 lcl|NC_092213.1_cds_XP_015925923.1_28081	LOC107453565	GeneID:107453565	speckle-type POZ protein B	XP_015925923.1	27331220..27332824	CDS	4.76343e-07	135	471	[160, 600]
N5.HOG0002208	OG0000004	gnl|BL_ORD_ID|28301 lcl|NC_092213.1_cds_XP_021004426.1_28302 [gene=LOC107445286] [db_xref=GeneID:107445286] [protein=uncharacterized protein] [protein_id=XP_021004426.1] [location=complement(35582852..35584384)] [gbkey=CDS]	gnl|BL_ORD_ID|28301 lcl|NC_092213.1_cds_XP_021004426.1_28302	LOC107445286	GeneID:107445286	uncharacterized protein	XP_021004426.1	complement(35582852..35584384)	CDS	4.74409e-20	183	540	[733, 1230]
N5.HOG0002209	OG0000004	gnl|BL_ORD_ID|28080 lcl|NC_092213.1_cds_XP_015925923.1_28081 [gene=LOC107453565] [db_xref=GeneID:107453565] [protein=speckle-type POZ protein B] [protein_id=XP_015925923.1] [location=27331220..27332824] [gbkey=CDS]	gnl|BL_ORD_ID|28080 lcl|NC_092213.1_cds_XP_015925923.1_28081	LOC107453565	GeneID:107453565	speckle-type POZ protein B	XP_015925923.1	27331220..27332824	CDS	5.51224e-79	495	1482	[136, 1581]
N5.HOG0002210	OG0000004	gnl|BL_ORD_ID|28080 lcl|NC_092213.1_cds_XP_015925923.1_28081 [gene=LOC107453565] [db_xref=GeneID:107453565] [protein=speckle-type POZ protein B] [protein_id=XP_015925923.1] [location=27331220..27332824] [gbkey=CDS]	gnl|BL_ORD_ID|28080 lcl|NC_092213.1_cds_XP_015925923.1_28081	LOC107453565	GeneID:107453565	speckle-type POZ protein B	XP_015925923.1	27331220..27332824	CDS	5.38691e-69	447	1326	[133, 1404]
N5.HOG0002229	OG0000005	gnl|BL_ORD_ID|6770 lcl|NC_092206.1_cds_XP_015919212.1_6771 [gene=LOC107448501] [db_xref=GeneID:107448501] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_015919212.1] [location=join(8713765..8713819,8714839..8714909,8716518..8716593,8717828..8717942,8718938..8719113,8720454..8720671)] [gbkey=CDS]	gnl|BL_ORD_ID|6770 lcl|NC_092206.1_cds_XP_015919212.1_6771	LOC107448501	GeneID:107448501	astacin-like metalloprotease toxin 5	XP_015919212.1	join(8713765..8713819,8714839..8714909,8716518..8716593,8717828..8717942,8718938..8719113,8720454..8720671)	CDS	5.87773e-130	519	663	[43, 705]
N5.HOG0002242	OG0000005	gnl|BL_ORD_ID|6766 lcl|NC_092206.1_cds_XP_042907408.1_6767 [gene=LOC107441055] [db_xref=GeneID:107441055] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_042907408.1] [location=complement(join(8633303..8633523,8635109..8635287,8636205..8636319,8638186..8638261,8639522..8639589,8640599..8640659))] [gbkey=CDS]	gnl|BL_ORD_ID|6766 lcl|NC_092206.1_cds_XP_042907408.1_6767	LOC107441055	GeneID:107441055	astacin-like metalloprotease toxin 5	XP_042907408.1	complement(join(8633303..8633523,8635109..8635287,8636205..8636319,8638186..8638261,8639522..8639589,8640599..8640659))	CDS	9.33691e-138	543	663	[58, 720]
N5.HOG0002244	OG0000005	gnl|BL_ORD_ID|6766 lcl|NC_092206.1_cds_XP_042907408.1_6767 [gene=LOC107441055] [db_xref=GeneID:107441055] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_042907408.1] [location=complement(join(8633303..8633523,8635109..8635287,8636205..8636319,8638186..8638261,8639522..8639589,8640599..8640659))] [gbkey=CDS]	gnl|BL_ORD_ID|6766 lcl|NC_092206.1_cds_XP_042907408.1_6767	LOC107441055	GeneID:107441055	astacin-like metalloprotease toxin 5	XP_042907408.1	complement(join(8633303..8633523,8635109..8635287,8636205..8636319,8638186..8638261,8639522..8639589,8640599..8640659))	CDS	3.31416e-125	492	654	[67, 720]
N5.HOG0002261	OG0000005	gnl|BL_ORD_ID|20509 lcl|NC_092210.1_cds_XP_015923276.2_20510 [gene=LOC107451633] [db_xref=GeneID:107451633] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_015923276.2] [location=join(54183883..54183961,54186136..54186203,54188799..54188880,54190246..54190360,54192579..54192754,54195306..54195523)] [gbkey=CDS]	gnl|BL_ORD_ID|20509 lcl|NC_092210.1_cds_XP_015923276.2_20510	LOC107451633	GeneID:107451633	astacin-like metalloprotease toxin 5	XP_015923276.2	join(54183883..54183961,54186136..54186203,54188799..54188880,54190246..54190360,54192579..54192754,54195306..54195523)	CDS	3.16369e-121	477	660	[76, 735]
N5.HOG0002262	OG0000005	gnl|BL_ORD_ID|20509 lcl|NC_092210.1_cds_XP_015923276.2_20510 [gene=LOC107451633] [db_xref=GeneID:107451633] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_015923276.2] [location=join(54183883..54183961,54186136..54186203,54188799..54188880,54190246..54190360,54192579..54192754,54195306..54195523)] [gbkey=CDS]	gnl|BL_ORD_ID|20509 lcl|NC_092210.1_cds_XP_015923276.2_20510	LOC107451633	GeneID:107451633	astacin-like metalloprotease toxin 5	XP_015923276.2	join(54183883..54183961,54186136..54186203,54188799..54188880,54190246..54190360,54192579..54192754,54195306..54195523)	CDS	3.49319e-111	456	741	[1, 738]
N5.HOG0002265	OG0000005	gnl|BL_ORD_ID|20509 lcl|NC_092210.1_cds_XP_015923276.2_20510 [gene=LOC107451633] [db_xref=GeneID:107451633] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_015923276.2] [location=join(54183883..54183961,54186136..54186203,54188799..54188880,54190246..54190360,54192579..54192754,54195306..54195523)] [gbkey=CDS]	gnl|BL_ORD_ID|20509 lcl|NC_092210.1_cds_XP_015923276.2_20510	LOC107451633	GeneID:107451633	astacin-like metalloprotease toxin 5	XP_015923276.2	join(54183883..54183961,54186136..54186203,54188799..54188880,54190246..54190360,54192579..54192754,54195306..54195523)	CDS	1.65732e-118	474	672	[67, 738]
N5.HOG0002280	OG0000005	gnl|BL_ORD_ID|20509 lcl|NC_092210.1_cds_XP_015923276.2_20510 [gene=LOC107451633] [db_xref=GeneID:107451633] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_015923276.2] [location=join(54183883..54183961,54186136..54186203,54188799..54188880,54190246..54190360,54192579..54192754,54195306..54195523)] [gbkey=CDS]	gnl|BL_ORD_ID|20509 lcl|NC_092210.1_cds_XP_015923276.2_20510	LOC107451633	GeneID:107451633	astacin-like metalloprotease toxin 5	XP_015923276.2	join(54183883..54183961,54186136..54186203,54188799..54188880,54190246..54190360,54192579..54192754,54195306..54195523)	CDS	1.00738e-102	432	726	[16, 735]
N5.HOG0002283	OG0000005	gnl|BL_ORD_ID|14274 lcl|NC_092208.1_cds_XP_015921356.2_14275 [gene=LOC107450136] [db_xref=GeneID:107450136] [protein=astacin-like metalloprotease toxin 5 isoform X1] [protein_id=XP_015921356.2] [location=join(48765181..48765247,48780498..48780574,48781451..48781532,48783466..48783580,48789412..48789596,48792052..48792275)] [gbkey=CDS]	gnl|BL_ORD_ID|14274 lcl|NC_092208.1_cds_XP_015921356.2_14275	LOC107450136	GeneID:107450136	astacin-like metalloprotease toxin 5 isoform X1	XP_015921356.2	join(48765181..48765247,48780498..48780574,48781451..48781532,48783466..48783580,48789412..48789596,48792052..48792275)	CDS	8.34908e-103	441	756	[1, 747]
N5.HOG0002298	OG0000005	gnl|BL_ORD_ID|6815 lcl|NC_092206.1_cds_XP_042911778.1_6816 [gene=LOC110282811] [db_xref=GeneID:110282811] [protein=astacin-like metalloprotease toxin 5 isoform X1] [protein_id=XP_042911778.1] [location=complement(join(9528793..9529034,9530678..9530853,9531825..9531933,9534786..9534873,9535437..9535501,9542205..9542271))] [gbkey=CDS]	gnl|BL_ORD_ID|6815 lcl|NC_092206.1_cds_XP_042911778.1_6816	LOC110282811	GeneID:110282811	astacin-like metalloprotease toxin 5 isoform X1	XP_042911778.1	complement(join(9528793..9529034,9530678..9530853,9531825..9531933,9534786..9534873,9535437..9535501,9542205..9542271))	CDS	1.06227e-89	366	522	[67, 588]
N5.HOG0002341	OG0000005	gnl|BL_ORD_ID|13127 lcl|NC_092208.1_cds_XP_015909146.1_13128 [gene=LOC107440678] [db_xref=GeneID:107440678] [protein=astacin-like metalloprotease toxin 5 isoform X1] [protein_id=XP_015909146.1] [location=join(10242401..10242470,10242747..10242817,10249550..10249625,10259965..10260079,10265513..10265688,10272892..10273118)] [gbkey=CDS]	gnl|BL_ORD_ID|13127 lcl|NC_092208.1_cds_XP_015909146.1_13128	LOC107440678	GeneID:107440678	astacin-like metalloprotease toxin 5 isoform X1	XP_015909146.1	join(10242401..10242470,10242747..10242817,10249550..10249625,10259965..10260079,10265513..10265688,10272892..10273118)	CDS	5.89118e-126	495	648	[91, 735]
N5.HOG0002342	OG0000005	gnl|BL_ORD_ID|13125 lcl|NC_092208.1_cds_XP_042903676.1_13126 [gene=LOC107438505] [db_xref=GeneID:107438505] [protein=astacin-like metalloprotease toxin 5 isoform X1] [protein_id=XP_042903676.1] [location=join(10217271..10217340,10221561..10221634,10223434..10223509,10225159..10225273,10228567..10228742,10229636..10229862)] [gbkey=CDS]	gnl|BL_ORD_ID|13125 lcl|NC_092208.1_cds_XP_042903676.1_13126	LOC107438505	GeneID:107438505	astacin-like metalloprotease toxin 5 isoform X1	XP_042903676.1	join(10217271..10217340,10221561..10221634,10223434..10223509,10225159..10225273,10228567..10228742,10229636..10229862)	CDS	6.40075e-145	570	738	[1, 738]
N5.HOG0002345	OG0000005	gnl|BL_ORD_ID|9022 lcl|NC_092206.1_cds_XP_021003887.1_9023 [gene=LOC107444347] [db_xref=GeneID:107444347] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_021003887.1] [location=complement(join(88155747..88155973,88157608..88157783,88159032..88159152,88161383..88161464,88162514..88162587,88164355..88164397))] [gbkey=CDS]	gnl|BL_ORD_ID|9022 lcl|NC_092206.1_cds_XP_021003887.1_9023	LOC107444347	GeneID:107444347	astacin-like metalloprotease toxin 5	XP_021003887.1	complement(join(88155747..88155973,88157608..88157783,88159032..88159152,88161383..88161464,88162514..88162587,88164355..88164397))	CDS	6.74572e-148	579	723	[1, 723]
N5.HOG0002348	OG0000005	gnl|BL_ORD_ID|9017 lcl|NC_092206.1_cds_XP_015913948.1_9018 [gene=LOC107444350] [db_xref=GeneID:107444350] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_015913948.1] [location=join(88080188..88080227,88082236..88082309,88083331..88083406,88085750..88085864,88088043..88088218,88089770..88090002)] [gbkey=CDS]	gnl|BL_ORD_ID|9017 lcl|NC_092206.1_cds_XP_015913948.1_9018	LOC107444350	GeneID:107444350	astacin-like metalloprotease toxin 5	XP_015913948.1	join(88080188..88080227,88082236..88082309,88083331..88083406,88085750..88085864,88088043..88088218,88089770..88090002)	CDS	1.17847e-113	462	711	[1, 708]
N5.HOG0002352	OG0000005	gnl|BL_ORD_ID|8999 lcl|NC_092206.1_cds_XP_015909659.1_9000 [gene=LOC107441043] [db_xref=GeneID:107441043] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_015909659.1] [location=join(87816068..87816110,87818867..87818940,87820269..87820344,87820443..87820560,87820636..87820811,87822686..87822921)] [gbkey=CDS]	gnl|BL_ORD_ID|8999 lcl|NC_092206.1_cds_XP_015909659.1_9000	LOC107441043	GeneID:107441043	astacin-like metalloprotease toxin 5	XP_015909659.1	join(87816068..87816110,87818867..87818940,87820269..87820344,87820443..87820560,87820636..87820811,87822686..87822921)	CDS	7.26796e-140	579	723	[1, 723]
N5.HOG0002353	OG0000005	gnl|BL_ORD_ID|8999 lcl|NC_092206.1_cds_XP_015909659.1_9000 [gene=LOC107441043] [db_xref=GeneID:107441043] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_015909659.1] [location=join(87816068..87816110,87818867..87818940,87820269..87820344,87820443..87820560,87820636..87820811,87822686..87822921)] [gbkey=CDS]	gnl|BL_ORD_ID|8999 lcl|NC_092206.1_cds_XP_015909659.1_9000	LOC107441043	GeneID:107441043	astacin-like metalloprotease toxin 5	XP_015909659.1	join(87816068..87816110,87818867..87818940,87820269..87820344,87820443..87820560,87820636..87820811,87822686..87822921)	CDS	1.45513e-150	600	708	[10, 717]
N5.HOG0002363	OG0000005	gnl|BL_ORD_ID|8995 lcl|NC_092206.1_cds_XP_015909652.2_8996 [gene=LOC107441038] [db_xref=GeneID:107441038] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_015909652.2] [location=join(87753685..87753781,87755962..87756029,87757847..87757922,87758982..87759096,87759171..87759346,87762103..87762329)] [gbkey=CDS]	gnl|BL_ORD_ID|8995 lcl|NC_092206.1_cds_XP_015909652.2_8996	LOC107441038	GeneID:107441038	astacin-like metalloprotease toxin 5	XP_015909652.2	join(87753685..87753781,87755962..87756029,87757847..87757922,87758982..87759096,87759171..87759346,87762103..87762329)	CDS	4.14911e-80	339	648	[106, 750]
N5.HOG0002368	OG0000005	gnl|BL_ORD_ID|9002 lcl|NC_092206.1_cds_XP_015909665.1_9003 [gene=LOC107441045] [db_xref=GeneID:107441045] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_015909665.1] [location=complement(join(87863479..87863705,87864893..87865068,87865939..87866053,87867457..87867532,87869023..87869090,87871131..87871182))] [gbkey=CDS]	gnl|BL_ORD_ID|9002 lcl|NC_092206.1_cds_XP_015909665.1_9003	LOC107441045	GeneID:107441045	astacin-like metalloprotease toxin 5	XP_015909665.1	complement(join(87863479..87863705,87864893..87865068,87865939..87866053,87867457..87867532,87869023..87869090,87871131..87871182))	CDS	3.57908e-104	417	537	[58, 594]
N5.HOG0002373	OG0000005	gnl|BL_ORD_ID|9000 lcl|NC_092206.1_cds_XP_015909662.1_9001 [gene=LOC139424788] [db_xref=GeneID:139424788] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_015909662.1] [location=complement(join(87826213..87826427,87828429..87828604,87830306..87830420,87831329..87831404,87832217..87832284,87834799..87834850))] [gbkey=CDS]	gnl|BL_ORD_ID|9000 lcl|NC_092206.1_cds_XP_015909662.1_9001	LOC139424788	GeneID:139424788	astacin-like metalloprotease toxin 5	XP_015909662.1	complement(join(87826213..87826427,87828429..87828604,87830306..87830420,87831329..87831404,87832217..87832284,87834799..87834850))	CDS	1.09673e-80	318	642	[1, 636]
N5.HOG0002375	OG0000005	gnl|BL_ORD_ID|8995 lcl|NC_092206.1_cds_XP_015909652.2_8996 [gene=LOC107441038] [db_xref=GeneID:107441038] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_015909652.2] [location=join(87753685..87753781,87755962..87756029,87757847..87757922,87758982..87759096,87759171..87759346,87762103..87762329)] [gbkey=CDS]	gnl|BL_ORD_ID|8995 lcl|NC_092206.1_cds_XP_015909652.2_8996	LOC107441038	GeneID:107441038	astacin-like metalloprotease toxin 5	XP_015909652.2	join(87753685..87753781,87755962..87756029,87757847..87757922,87758982..87759096,87759171..87759346,87762103..87762329)	CDS	4.19026e-90	375	711	[46, 750]
N5.HOG0002378	OG0000005	gnl|BL_ORD_ID|8998 lcl|NC_092206.1_cds_XP_042909073.1_8999 [gene=LOC107441041] [db_xref=GeneID:107441041] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_042909073.1] [location=join(87804447..87804575,87809722..87809797,87810783..87810897,87811824..87812002,87812453..87812676)] [gbkey=CDS]	gnl|BL_ORD_ID|8998 lcl|NC_092206.1_cds_XP_042909073.1_8999	LOC107441041	GeneID:107441041	astacin-like metalloprotease toxin 5	XP_042909073.1	join(87804447..87804575,87809722..87809797,87810783..87810897,87811824..87812002,87812453..87812676)	CDS	1.32627e-92	366	660	[58, 717]
N5.HOG0002565	OG0000006	gnl|BL_ORD_ID|2830 lcl|NC_092204.1_cds_XP_042910871.1_2831 [gene=LOC107444497] [db_xref=GeneID:107444497] [protein=retrovirus-related Pol polyprotein from transposon 412] [protein_id=XP_042910871.1] [location=complement(98889674..98891152)] [gbkey=CDS]	gnl|BL_ORD_ID|2830 lcl|NC_092204.1_cds_XP_042910871.1_2831	LOC107444497	GeneID:107444497	retrovirus-related Pol polyprotein from transposon 412	XP_042910871.1	complement(98889674..98891152)	CDS	5.88885e-99	462	885	[490, 1371]
N5.HOG0002607	OG0000006	gnl|BL_ORD_ID|16495 lcl|NC_092209.1_cds_XP_071037840.1_16496 [gene=LOC139425791] [db_xref=GeneID:139425791] [protein=uncharacterized protein] [protein_id=XP_071037840.1] [location=22900056..22901834] [gbkey=CDS]	gnl|BL_ORD_ID|16495 lcl|NC_092209.1_cds_XP_071037840.1_16496	LOC139425791	GeneID:139425791	uncharacterized protein	XP_071037840.1	22900056..22901834	CDS	2.08976e-142	612	963	[790, 1752]
N5.HOG0002648	OG0000006	gnl|BL_ORD_ID|8676 lcl|NC_092206.1_cds_XP_042907017.2_8677 [gene=LOC122271093] [db_xref=GeneID:122271093] [protein=uncharacterized protein] [protein_id=XP_042907017.2] [location=complement(join(77007368..77010472,77010685..77011374))] [gbkey=CDS]	gnl|BL_ORD_ID|8676 lcl|NC_092206.1_cds_XP_042907017.2_8677	LOC122271093	GeneID:122271093	uncharacterized protein	XP_042907017.2	complement(join(77007368..77010472,77010685..77011374))	CDS	0.0	1554	2991	[694, 3663]
N5.HOG0003430	OG0000009	gnl|BL_ORD_ID|649 lcl|NC_092204.1_cds_XP_071034098.1_650 [gene=LOC107449821] [db_xref=GeneID:107449821] [protein=cell adhesion molecule Dscam1 isoform X2] [protein_id=XP_071034098.1] [location=join(28287587..28287668,28399267..28399596,28476269..28476430,28508586..28508735,28535617..28535734,28559891..28560066,28568965..28569234,28569847..28570254,28574985..28575146,28582827..28583114,28586161..28586286,28592009..28592182,28594673..28594820,28597882..28598030,28603324..28603455,28604960..28605130,28612480..28612550,28615815..28616052,28634823..28634990,28636690..28636791,28639482..28639534,28640795..28640870,28642940..28643058)] [gbkey=CDS]	gnl|BL_ORD_ID|649 lcl|NC_092204.1_cds_XP_071034098.1_650	LOC107449821	GeneID:107449821	cell adhesion molecule Dscam1 isoform X2	XP_071034098.1	join(28287587..28287668,28399267..28399596,28476269..28476430,28508586..28508735,28535617..28535734,28559891..28560066,28568965..28569234,28569847..28570254,28574985..28575146,28582827..28583114,28586161..28586286,28592009..28592182,28594673..28594820,28597882..28598030,28603324..28603455,28604960..28605130,28612480..28612550,28615815..28616052,28634823..28634990,28636690..28636791,28639482..28639534,28640795..28640870,28642940..28643058)	CDS	0.0	1470	1788	[685, 2472]
N5.HOG0003431	OG0000009	gnl|BL_ORD_ID|649 lcl|NC_092204.1_cds_XP_071034098.1_650 [gene=LOC107449821] [db_xref=GeneID:107449821] [protein=cell adhesion molecule Dscam1 isoform X2] [protein_id=XP_071034098.1] [location=join(28287587..28287668,28399267..28399596,28476269..28476430,28508586..28508735,28535617..28535734,28559891..28560066,28568965..28569234,28569847..28570254,28574985..28575146,28582827..28583114,28586161..28586286,28592009..28592182,28594673..28594820,28597882..28598030,28603324..28603455,28604960..28605130,28612480..28612550,28615815..28616052,28634823..28634990,28636690..28636791,28639482..28639534,28640795..28640870,28642940..28643058)] [gbkey=CDS]	gnl|BL_ORD_ID|649 lcl|NC_092204.1_cds_XP_071034098.1_650	LOC107449821	GeneID:107449821	cell adhesion molecule Dscam1 isoform X2	XP_071034098.1	join(28287587..28287668,28399267..28399596,28476269..28476430,28508586..28508735,28535617..28535734,28559891..28560066,28568965..28569234,28569847..28570254,28574985..28575146,28582827..28583114,28586161..28586286,28592009..28592182,28594673..28594820,28597882..28598030,28603324..28603455,28604960..28605130,28612480..28612550,28615815..28616052,28634823..28634990,28636690..28636791,28639482..28639534,28640795..28640870,28642940..28643058)	CDS	9.47796e-90	390	432	[2227, 2658]
